,name,EOS,publish,export,comment,resolution,M1,M2,Mb1,Mb2,Mb,Mg1,Mg2,R1,R2,C1,C2,k21,k31,k41,k22,k32,k42,lam21,lam31,lam41,lam22,lam32,lam42,Lambda,k2T,tend,finished,MADM,EGW,JADM,JGW,f0,fpeak,tcoll,Mdisk,Mdisk_fit,Mej,Yeej,Sej,vej,Ekej,chi2_simDisk,chi2_fitDisk,err_simDisk,err_fitDisk,chi2w_simDisk,chi2w_fitDisk,errw_simDisk,errw_fitDisk,chi2
30,LS220_M135135_LK,LS220,yes,yes,leakage,125,1.35,1.35,1.47334,1.47334,2.94668,1.3263478329092,1.3263478329092,8.60640061201071,8.60640061201071,0.15686,0.15686,0.0974,0.02733,0.01043,0.0974,0.02733,0.01043,683.764650054586,1559.52698387368,3455.53351049596,683.764650054586,1559.52698387368,3455.53351049596,683.764650054587,128.205871885235,21.7404886830043,yes,2.67124,0.0842542507727,6.99988,2.33084239653,662606,2987.96352584,20.3391758652292,0.0969302395637,0.098181603529793,0.000591045,0.11379542362,15.7096778734,0.157891449754,0.167559408905,57098.6940080536,56923.6813435636,0.017393266936355,0.017553154472954,8872.06829915484,9021.14868995986,0.003684559403819,0.003707452458028,57098.6940080536
31,LS220_M135135_LK_LR,LS220,yes,yes,leakage,0.166666,1.35,1.35,1.47334,1.47334,2.94668,1.3263478329092,1.3263478329092,8.60640061201071,8.60640061201071,0.15686,0.15686,0.0974,0.02733,0.01043,0.0974,0.02733,0.01043,683.764650054586,1559.52698387368,3455.53351049596,683.764650054586,1559.52698387368,3455.53351049596,683.764650054587,128.205871885235,27.6475020119554,yes,2.67124,0.0662628599441,6.99988,1.98944739541,662606,2838.56534954,inf,,0.098181603529793,0.00109147,0.130245267194,15.7435486077,0.163810071055,0.323758192718,40624.7489437928,40624.7489437928,0.014234962422445,0.014234962422445,5770.24030501278,5770.24030501278,0.003009715358923,0.003009715358923,40624.7489437928
32,LS220_M135135_LK_HR,LS220,no,no,leakage,0.083333,1.35,1.35,1.47334,1.47334,2.94668,1.3263478329092,1.3263478329092,8.60640061201071,8.60640061201071,0.15686,0.15686,0.0974,0.02733,0.01043,0.0974,0.02733,0.01043,683.764650054586,1559.52698387368,3455.53351049596,683.764650054586,1559.52698387368,3455.53351049596,683.764650054587,128.205871885235,0.796008467276939,no (20.2 ms to go),2.67124,0.00477021845569,6.99988,0.386275950485,662606,946.188449848,inf,,0.098181603529793,0.0000000491,0.270463820037,146.745925471,0.0415582961376,0.000000895,131793.099982053,131793.099982053,0.024452157738436,0.024452157738436,29413.8103370812,29413.8103370812,0.005985582619919,0.005985582619919,131793.099982053
33,LS220_M135135_M0,LS220,yes,no,M0,125,1.35,1.35,1.47334,1.47334,2.94668,1.3263478329092,1.3263478329092,8.60640061201071,8.60640061201071,0.15686,0.15686,0.0974,0.02733,0.01043,0.0974,0.02733,0.01043,683.764650054586,1559.52698387368,3455.53351049596,683.764650054586,1559.52698387368,3455.53351049596,683.764650054587,128.205871885235,20.4873664424396,no (0.51 ms to go),2.67124,0.0790154190777,6.99988,2.24514922857,662606,2938.16413374,inf,,0.098181603529793,0.00185523,0.246561703806,19.4029392905,0.147051125522,0.497001563133,35977.2453424368,35977.2453424368,0.012330803718316,0.012330803718316,5435.49348443782,5435.49348443782,0.002753414615199,0.002753414615199,35977.2453424368
34,LS220_M135135_M0_L5,LS220,yes,no,M0. lmix=5,125,1.35,1.35,1.47334,1.47334,2.94668,1.3263478329092,1.3263478329092,8.60640061201071,8.60640061201071,0.15686,0.15686,0.0974,0.02733,0.01043,0.0974,0.02733,0.01043,683.764650054586,1559.52698387368,3455.53351049596,683.764650054586,1559.52698387368,3455.53351049596,683.764650054587,128.205871885235,22.5207346063748,yes,2.67124,0.0772782793803,6.99988,2.20993893762,662606,2987.96352584,inf,,0.098181603529793,0.00270703,0.271861280499,19.6940638807,0.130158312861,0.58408800363,36608.1275921278,36608.1275921278,0.012405756081781,0.012405756081781,6256.09352198223,6256.09352198223,0.002906301058509,0.002906301058509,36608.1275921277
35,LS220_M135135_M0_L25,LS220,yes,no,M0. lmix=25,125,1.35,1.35,1.47334,1.47334,2.94668,1.3263478329092,1.3263478329092,8.60640061201071,8.60640061201071,0.15686,0.15686,0.0974,0.02733,0.01043,0.0974,0.02733,0.01043,683.764650054586,1559.52698387368,3455.53351049596,683.764650054586,1559.52698387368,3455.53351049596,683.764650054587,128.205871885235,24.3531303355024,yes,2.67124,0.0878989717059,6.99988,2.37727690465,662606,3037.76291793,18.0811914505785,0.0835273903421,0.098181603529793,0.00195074,0.255092221045,21.0703194362,0.138757639642,0.508637128897,51829.6314243558,37813.3598775568,0.012816640956062,0.012717827837318,6376.322454966,6159.44621282364,0.002931398231237,0.002898667555736,51829.6314243557
36,LS220_M135135_M0_L50,LS220,yes,no,M0. lmix=50,125,1.35,1.35,1.47334,1.47334,2.94668,1.3263478329092,1.3263478329092,8.60640061201071,8.60640061201071,0.15686,0.15686,0.0974,0.02733,0.01043,0.0974,0.02733,0.01043,683.764650054586,1559.52698387368,3455.53351049596,683.764650054586,1559.52698387368,3455.53351049596,683.764650054587,128.205871885235,34.7564093137752,yes,2.67124,0.0440166075547,6.99988,1.48959545804,662606,2888.36474164,inf,,0.098181603529793,0.00198329,0.259953447425,23.6045619448,0.163917981548,0.658155318013,31688.3006483208,31688.3006483208,0.01119944365676,0.01119944365676,3900.63852951271,3900.63852951271,0.002406055069654,0.002406055069654,31688.3006483208
37,LS220_M135135_OldM0,LS220,yes,no,M0. LTE,125,1.35,1.35,1.47334,1.47334,2.94668,1.3263478329092,1.3263478329092,8.60640061201071,8.60640061201071,0.15686,0.15686,0.0974,0.02733,0.01043,0.0974,0.02733,0.01043,683.764650054586,1559.52698387368,3455.53351049596,683.764650054586,1559.52698387368,3455.53351049596,683.764650054587,128.205871885235,19.0332717670674,no (1.97 ms to go),2.67124,0.0684120438162,6.99988,2.01530140799,662606,2987.96352584,inf,,0.098181603529793,0.00107419,0.195675916269,17.1122697866,0.134553646728,0.243667999607,50558.59652732,50558.59652732,0.015849535659133,0.015849535659133,8820.28082162271,8820.28082162271,0.003527691996666,0.003527691996666,50558.59652732
38,LS220_M140120_LK,LS220,yes,yes,leakage,125,1.4,1.2,1.53451,1.29564,2.83015,1.37609340539917,1.17938109401522,8.58474368408143,8.65051903114187,0.16308,0.13872,0.09275,0.02573,0.0097,0.11088,0.03205,0.0126,536.067089144579,1118.33934243313,2264.67614693664,1439.01909740288,4323.07937457077,12617.0992835526,893.436162642197,167.878444284075,21.4212971688982,yes,2.57448,0.0425807827093,6.54004,1.46979894372,653684,2738.96656535,inf,,0.099710554670294,0.00186003,0.0873875323243,11.0197178816,0.151374531582,0.469433491415,34125.2390233986,34125.2390233986,0.012216824277824,0.012216824277824,5101.08182850175,5101.08182850175,0.002688600875686,0.002688600875686,34125.2390233987
39,LS220_M140120_M0,LS220,yes,no,M0,125,1.4,1.2,1.53451,1.29564,2.83015,1.37609340539917,1.17938109401522,8.58474368408143,8.65051903114187,0.16308,0.13872,0.09275,0.02573,0.0097,0.11088,0.03205,0.0126,536.067089144579,1118.33934243313,2264.67614693664,1439.01909740288,4323.07937457077,12617.0992835526,893.436162642197,167.878444284075,22.6980632253226,yes,2.57448,0.0382005958753,6.54004,1.37059503359,653684,2639.36778116,inf,,0.099710554670294,0.00242864,0.184839417266,14.0402913208,0.149788172768,0.633830782031,31361.2788161146,31361.2788161146,0.011309267372639,0.011309267372639,4492.60500927728,4492.60500927728,0.002536497030588,0.002536497030588,31361.2788161145
40,LS220_M140120_M0_L5,LS220,yes,no,M0. lmix=5,125,1.4,1.2,1.53451,1.29564,2.83015,1.37609340539917,1.17938109401522,8.58474368408143,8.65051903114187,0.16308,0.13872,0.09275,0.02573,0.0097,0.11088,0.03205,0.0126,536.067089144579,1118.33934243313,2264.67614693664,1439.01909740288,4323.07937457077,12617.0992835526,893.436162642197,167.878444284075,26.102772709121,yes,2.57448,0.0327318837322,6.54004,1.23449188581,653684,2738.96656535,inf,,0.099710554670294,0.00280959,0.184078385914,14.0485814811,0.151088901847,0.756379495619,29787.6706088786,29787.6706088786,0.010823645289083,0.010823645289083,4042.48378102984,4042.48378102984,0.0024255945977,0.0024255945977,29787.6706088787
41,LS220_M140120_M0_L25,LS220,yes,no,M0. lmix=25,125,1.4,1.2,1.53451,1.29564,2.83015,1.37609340539917,1.17938109401522,8.58474368408143,8.65051903114187,0.16308,0.13872,0.09275,0.02573,0.0097,0.11088,0.03205,0.0126,536.067089144579,1118.33934243313,2264.67614693664,1439.01909740288,4323.07937457077,12617.0992835526,893.436162642197,167.878444284075,26.4101423152972,yes,2.57448,0.0365875609672,6.54004,1.31192038794,653684,2689.16717325,inf,,0.099710554670294,0.00411685,0.15996259481,12.8312183237,0.200073015972,1.97268892594,28643.6216596248,28643.6216596248,0.009008050094224,0.009008050094224,2120.63492495264,2120.63492495264,0.001712506244228,0.001712506244228,28643.6216596248
42,LS220_M140120_M0_L50,LS220,yes,no,M0. lmix=50,125,1.4,1.2,1.53451,1.29564,2.83015,1.37609340539917,1.17938109401522,8.58474368408143,8.65051903114187,0.16308,0.13872,0.09275,0.02573,0.0097,0.11088,0.03205,0.0126,536.067089144579,1118.33934243313,2264.67614693664,1439.01909740288,4323.07937457077,12617.0992835526,893.436162642197,167.878444284075,36.411476423955,yes,2.57448,0.0307745860136,6.54004,1.16207313397,653684,2689.16717325,inf,,0.099710554670294,0.00697461,0.175178154029,13.1941526908,0.217117432122,3.96869443652,36976.412765339,36976.412765339,0.01038549421936,0.01038549421936,3158.77855161143,3158.77855161143,0.002014655991686,0.002014655991686,36976.4127653391
43,LS220_M140140_LK,LS220,yes,yes,leakage,125,1.4,1.4,1.53452,1.53452,3.06904,1.37610149538819,1.37610149538819,8.58474368408143,8.58474368408143,0.16308,0.16308,0.09275,0.02573,0.0097,0.09275,0.02573,0.0097,536.067089144579,1118.33934243313,2264.67614693664,536.067089144579,1118.33934243313,2264.67614693664,536.067089144578,100.512579214608,24.8496504685563,yes,2.77034,0.0700148835076,7.44902,2.02355926139,671916,3137.36170213,9.92779366335171,0.118787023388,0.09006091789172,0.00143295,0.14415318099,15.5155257271,0.167636506813,0.479429218062,35183.636436211,41013.1376705306,0.015786840237017,0.012302458408031,6926.78386102708,4503.77524003031,0.003156071011184,0.002640968871618,35183.636436211
44,LS220_M140140_LK_HR,LS220,yes,yes,leakage,0.083333,1.4,1.4,1.53452,1.53452,3.06904,1.37610149538819,1.37610149538819,8.58474368408143,8.58474368408143,0.16308,0.16308,0.09275,0.02573,0.0097,0.09275,0.02573,0.0097,536.067089144579,1118.33934243313,2264.67614693664,536.067089144579,1118.33934243313,2264.67614693664,536.067089144578,100.512579214608,17.9693000533804,yes,2.77034,0.0765730910202,7.44902,2.15835117328,671916,3137.36170213,9.35246081068301,0.0699936631518,0.09006091789172,0.000714496,0.153533676604,17.2511486154,0.170260834744,0.261706997912,83418.8253926328,51647.2501363054,0.016547053155756,0.015399049566029,8357.85176583359,6462.89820630831,0.003534167075038,0.003250037797192,83418.8253926329
45,LS220_M140140_LK_LR,LS220,yes,yes,leakage,0.166666,1.4,1.4,1.53452,1.53452,3.06904,1.37610149538819,1.37610149538819,8.58474368408143,8.58474368408143,0.16308,0.16308,0.09275,0.02573,0.0097,0.09275,0.02573,0.0097,536.067089144579,1118.33934243313,2264.67614693664,536.067089144579,1118.33934243313,2264.67614693664,536.067089144578,100.512579214608,12.0898711762656,yes,2.77034,0.0685448877643,7.44902,1.98104318606,671916,3187.16109422,8.58009615926717,0.0741860871666,0.09006091789172,0.00166126,0.160536396417,14.8033991364,0.191571066582,0.677216840505,72272.1930580998,38084.311990721,0.01489468669562,0.011490702764161,6999.0051663596,3319.04877216782,0.002888415089874,0.002296150889523,72272.1930580998
46,LS220_M144139_LK,LS220,yes,yes,leakage,125,1.44,1.39,1.58149,1.52047,3.10196,1.41400271079512,1.36472300391059,8.5658199988103,8.58979112594241,0.16811,0.16182,0.08895,0.02444,0.00912,0.09367,0.02605,0.00985,441.658865557433,858.786287078398,1619.92012740677,562.792468606045,1195.42156581053,2465.96640418954,499.261044023471,93.6242767808743,12.7203729325245,yes,2.79674,0.0663758815276,7.56968,1.94923440219,674494,3137.36170213,7.2216853488609,0.0982180839479,0.084878677282695,0.00190409,0.143187270514,14.7703041333,0.15717414715,0.54335575236,33265.384841021,47278.1204965544,0.011666242317477,0.012083790360288,4478.33689283147,4988.5736401967,0.002545538815648,0.002627154768562,33265.384841021
47,LS220_M145145_LK,LS220,yes,yes,leakage,125,1.45,1.45,1.59559,1.59559,3.19118,1.42533331136921,1.42533331136921,8.55962219598583,8.55962219598583,0.1694,0.1694,0.08804,0.02413,0.00899,0.08804,0.02413,0.00899,420.747694430098,803.715264210768,1490.66390090812,420.747694430098,803.715264210768,1490.66390090812,420.747694430098,78.8901927056434,9.7294302262711,yes,2.86832,0.0439532526921,7.90779,1.45775004098,681082,2589.56838906,2.25905847582748,0.0447074120008,0.064796756118333,0.00164991,0.142746206615,14.0350686228,0.2078465342,0.82280554534,298512.207509422,112005.988800685,0.036097668254353,0.019699942826061,41240.0464692035,12410.8795062248,0.006272790330392,0.003625682959393,298512.207509423
48,LS220_M150150_LK,LS220,yes,yes,leakage,125,1.5,1.5,1.65889,1.65889,3.31778,1.47584056920497,1.47584056920497,8.5295121119072,8.5295121119072,0.17586,0.17586,0.0833,0.02254,0.00828,0.0833,0.02254,0.00828,330.155394892613,577.727667593029,980.318986468888,330.155394892613,577.727667593029,980.318986468888,330.155394892613,61.904136542365,8.19258219538988,yes,2.96872,0.0302476766708,8.38217,1.25091135996,689.34,5378.3343465,0.926831527308355,0.00227922706427,0.021246713896246,0.000334724,0.084331649055,11.4696793065,0.188772750697,0.127645802857,9346847.77103146,772640.83195883,0.196909093221225,0.063183519738698,1530651.84446077,101248.999594774,0.034570998410582,0.011417333307375,9346847.77103146
49,LS220_M160160_LK,LS220,yes,yes,leakage,125,1.6,1.6,1.79049,1.79049,3.58098,1.57927179564686,1.57927179564686,8.4539786537039,8.4539786537039,0.18926,0.18926,0.0737,0.0194,0.00692,0.0737,0.0194,0.00692,202.340141807509,297.391544393793,423.074908562573,202.340141807509,297.391544393793,423.074908562573,202.340141807509,37.9387765889079,8.31080127468843,yes,3.1741,0.0343942611043,9.40155,1.48384415021,705866,3137.36170213,0.626660440513423,0.000967769908137,1,0.000319188,0.0744507057694,8.36088593963,0.205685051577,0.141422331945,16207494.3491416,15886858.3474783,0.24384191903518,0.2420932535641,2688010.24700397,2632278.54245445,0.042791298300776,0.04248025727797,16207494.3491416
50,LS220_M171171_LK,LS220,yes,yes,leakage,125,1.71,1.71,1.92768,1.92768,3.85536,1.68468539969481,1.68468539969481,8.34146341463415,8.34146341463415,205,205,63,0.01601,0.00551,63,0.01601,0.00551,116.005875248749,140.298504309224,164.137398561997,116.005875248749,140.298504309224,164.137398561997,116.005875248749,21.7511016091404,7.8142811416345,yes,3.38306,0.0444094661477,10.5037,1.80098468498,721974,3635.3556231,0.492571873451075,0.000770997252749,1,0.000285926,0.0844040050591,8.76763318936,0.218552514584,0.144462474468,17863949.7850422,15279648.9138257,0.25446456777902,0.240643441702799,2924908.10493874,2479022.51385679,0.04474550741596,0.042278611685951,17863949.7850422
51,SFHo_M1251365_LK,SFHo,yes,yes,leakage,125,1365,1.25,1.50363,1.36409,2.86772,1.35496226650559,1.24114285126372,8.05594900849858,8.08590465101235,0.16944,0.15459,0.08124,0.02106,0.00743,0.08891,0.02355,0.00851,387.792086036172,700.302221651519,1229.37966569351,671.355212645814,1488.19509161514,3214.6795097282,512.595912539856,96.1752772192163,24.5777465861696,yes,2.58906,0.081208482123,6.6146,2.23098959901,653.88,3187.16109422,inf,,0.086997198757639,0.0014573,0.138680089635,14.4674806919,0.228587358059,0.918116686798,40234.4017597508,40234.4017597508,0.012489698760758,0.012489698760758,2996.90665335448,2996.90665335448,0.002291872911546,0.002291872911546,40234.4017597507
52,SFHo_M135135_LK,SFHo,yes,yes,leakage,125,1.35,1.35,1.48606,1.48606,2.97212,1.34076642306572,1.34076642306572,8.05970149253731,8.05970149253731,0.1675,0.1675,0.08231,0.0214,0.00758,0.08231,0.0214,0.00758,416.185826350486,771.345287115701,1391.15845589311,416.185826350486,771.345287115701,1391.15845589311,416.185826350486,78.0348424407161,20.9720646675637,yes,2.67358,0.0708649332265,7.01839,2.03861841658,663802,3386.35866261,11.957443142908,0.141020566393,0.063144957785612,0.00353303,0.16808633625,14.2872614841,0.235227236793,2.24185637849,18989.9458093185,168640.078225354,0.012592028600481,0.025362523148131,3190.41933099743,22415.2960701281,0.002409988206943,0.00424991135699,18989.9458093185
53,SFHo_M135135_LK_HR,SFHo,yes,yes,leakage,0.083333,1.35,1.35,1.48606,1.48606,2.97212,1.34076642306572,1.34076642306572,8.05970149253731,8.05970149253731,0.1675,0.1675,0.08231,0.0214,0.00758,0.08231,0.0214,0.00758,416.185826350486,771.345287115701,1391.15845589311,416.185826350486,771.345287115701,1391.15845589311,416.185826350486,78.0348424407161,15.2423799575604,yes,2.67358,0.0794027506973,7.01839,2.16150545845,663802,3485.95744681,6.93707290873534,0.0569441053569,0.063144957785612,0.00234322,0.172650519542,14.3644866665,0.21258093729,1.2348556465,186145.738754237,138545.52158664,0.027078255356016,0.022520431614335,24131.017288886,16811.7537040148,0.004685935555465,0.003966829784514,186145.738754237
54,SFHo_M135135_LK_LR,SFHo,yes,yes,leakage,0.166666,1.35,1.35,1.48606,1.48606,2.97212,1.34076642306572,1.34076642306572,8.05970149253731,8.05970149253731,0.1675,0.1675,0.08231,0.0214,0.00758,0.08231,0.0214,0.00758,416.185826350486,771.345287115701,1391.15845589311,416.185826350486,771.345287115701,1391.15845589311,416.185826350486,78.0348424407161,9.67820195857506,yes,2.67358,0.0562882719166,7.01839,1.71959026328,663802,3585.556231,3.43778816148714,0.0377932018412,0.063144957785612,0.0036228,0.175831366238,13.6944091294,0.240880946973,2.34663056181,561276.858636058,172066.654869171,0.050217770219779,0.02572078026904,87152.5884257165,23147.3651024433,0.008167601380072,0.004318356912352,561276.858636058
55,SFHo_M135135_M0,SFHo,yes,no,M0,125,1.35,1.35,1.48606,1.48606,2.97212,1.34076642306572,1.34076642306572,8.05970149253731,8.05970149253731,0.1675,0.1675,0.08231,0.0214,0.00758,0.08231,0.0214,0.00758,416.185826350486,771.345287115701,1391.15845589311,416.185826350486,771.345287115701,1391.15845589311,416.185826350486,78.0348424407161,15.2384393215838,yes,2.67358,0.0787698977732,7.01839,2.16856166813,663802,3436.15805471,7.725200104008,0.0531226223581,0.063144957785612,0.00415131,0.22419246258,17.1231742022,0.219647104556,2.40116220563,269687.967244814,171437.663048551,0.033289499680694,0.025492409740794,37676.8839028743,22161.8893752168,0.005414465532402,0.00422638933563,269687.967244814
56,SFHo_M140120_LK,SFHo,yes,yes,leakage,125,1.4,1.2,1.54655,1.30308,2.84963,1.38947461721214,1.19061553998222,8.0436656133295,8.09498111171074,0.17405,0.14824,0.0788,0.02028,0.0071,0.09204,0.02458,0.00896,328.900717069208,558.84129957785,922.641099854033,857.152940585437,2083.35256172702,4936.96501256056,538.206929183586,101.113421533049,22.2015430922687,yes,2.57338,0.0606793270017,6.52472,1.8507888935,652.73,3087.56231003,inf,,0.090302891217816,0.00118141,0.137845963645,14.2375321329,0.197334707993,0.587093322275,39468.7467119778,39468.7467119778,0.012864573670381,0.012864573670381,3656.30377899525,3656.30377899525,0.002568084760274,0.002568084760274,39468.7467119778
57,SFHo_M140120_M0,SFHo,no,no,M0,125,1.4,1.2,1.54655,1.30308,2.84963,1.38947461721214,1.19061553998222,8.0436656133295,8.09498111171074,0.17405,0.14824,0.0788,0.02028,0.0071,0.09204,0.02458,0.00896,328.900717069208,558.84129957785,922.641099854033,857.152940585437,2083.35256172702,4936.96501256056,538.206929183586,101.113421533049,30.6423853541855,yes,2.57338,0.0633278735501,6.52472,1.8852813648,652.73,3137.36170213,inf,,0.090302891217816,0.00302384,0.218538548707291,17.0149479208556,0.160097161085901,1.04508271374306,37826.2098401904,37826.2098401904,0.010702264449442,0.010702264449442,3726.7725548278,3726.7725548278,0.00229091529624,0.00229091529624,37826.2098401907
58,SFHo_M140120_M0_v4,SFHo,yes,no,M0,125,1.4,1.2,1.54655,1.30308,2.84963,1.38947461721214,1.19061553998222,8.0436656133295,8.09498111171074,0.17405,0.14824,0.0788,0.02028,0.0071,0.09204,0.02458,0.00896,328.900717069208,558.84129957785,922.641099854033,857.152940585437,2083.35256172702,4936.96501256056,538.206929183586,101.113421533049,30.6423853541855,yes,2.57338,0.0633278735501,6.52472,1.8852813648,652.73,3137.36170213,inf,,0.090302891217816,0.00302384,0.218538548707291,17.0149479208556,0.160097161085901,1.04508271374306,37826.2098401904,37826.2098401904,0.010702264449442,0.010702264449442,3726.7725548278,3726.7725548278,0.00229091529624,0.00229091529624,37826.2098401907
59,SFHo_M140140_LK,SFHo,yes,yes,leakage,125,1.4,1.4,1.54656,1.54656,3.09312,1.38948263110076,1.38948263110076,8.0436656133295,8.0436656133295,0.17405,0.17405,0.0788,0.02028,0.0071,0.0788,0.02028,0.0071,328.900717069208,558.84129957785,922.641099854033,328.900717069208,558.84129957785,922.641099854033,328.900717069208,61.6688844504766,12.1292775360318,yes,2.7696,0.034708053755,7.43612,1.29371804971,671.38,5378.3343465,1.07318462385344,0.00215930032465,0.0205095710575,0.000409437,0.187095225847,36.6511279899,0.345544726832,0.604347248107,9085624.71675036,798155.43553176,0.201057091848865,0.065518236934186,1339638.78100769,94669.0954386134,0.035116424582212,0.011355078251463,9085624.71675037
60,SFHo_M144139_LK,SFHo,yes,yes,leakage,125,1.44,1.39,1.59791,1.53462,3.13253,1.43046334246835,1.37990502847486,8.02899358795651,8.04817323837647,0.17935,0.17271,0.07593,0.01937,0.00672,0.07947,0.02049,0.00719,272.781702604057,432.671899509808,666.649473632357,344.766081693866,596.016531508218,1001.64131429215,307.020572385404,57.573610303017,7.82610304956436,yes,2.80062,0.0330032235778,7.58098,1.29033358683,674582,5975.92705167,0.873320790512205,0.00437431999677,0.00734941208943,0.000443001,0.17931945352,15.962215069,0.325503227397,0.528581448686,5095317.46468552,3031638.0483565,0.158767388958952,0.126517163229672,726811.11968694,417743.060227008,0.02764069879071,0.021971740547235,5095317.46468552
61,SFHo_M146146_LK,SFHo,yes,yes,leakage,125,1.46,1.46,1623,1623,3246,1.4503631596386,1.4503631596386,8.0210965827931,8.0210965827931,0.18202,0.18202,0.07447,0.01891,0.00653,0.07447,0.01891,0.00653,248.481777233841,380.8873027166,567.129042039525,248.481777233841,380.8873027166,567.129042039525,248.481777233841,46.5903332313452,7.40051436408956,yes,2.88966,0.0313396945023,7.99412,1.32621286818,681952,5926.12765957,0.699299074144665,0.000364069094185,1,0.00000989,0.232877311919,118.518385275,0.182131584114,0.00349182000882,18366171.9816114,11233611.723019,0.254613123054448,0.211142563784753,2885744.75972731,1733670.32582026,0.046215425160771,0.038485263659243,18366171.9816114
